ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE,MATCHED_CTPRVN_CD,MATCHED_CTPRVN_NM
KCLANPO23N000003653,장소,관광지,8292748,천연돌염전,,,60513,일반관광지,5011025324106090001,제주특별자치도,제주시,애월읍,구엄리,609-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003651,장소,관광지,8292743,해적잠수함,,,60513,일반관광지,5011031023136160010,제주특별자치도,제주시,한경면,고산리,3616-10,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003647,장소,관광지,8292725,종달리해안도로,,,60514,유명관광지,5011025632104570003,제주특별자치도,제주시,구좌읍,종달리,457-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003646,장소,관광지,8292724,조천해안도로,,,60517,먹거리/패션거리,5011025923130230002,제주특별자치도,제주시,조천읍,조천리,3023-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003643,장소,관광지,8292713,행원풍력발전단지,,,60514,유명관광지,5011025627100050000,제주특별자치도,제주시,구좌읍,행원리,5,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003642,장소,관광지,8292712,제주크로즈,,,60514,유명관광지,5011012700117090008,제주특별자치도,제주시,도두일동,,1709-8,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000015526,장소,관광지,16646017,김경숙해바라기,,,60513,일반관광지,5011013300103910000,제주특별자치도,제주시,회천동,,391,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003640,장소,관광지,8292704,제주시민속오일시장,,,60514,유명관광지,5011012700112120000,제주특별자치도,제주시,도두일동,,1212,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003639,장소,관광지,8292703,제주목관아지,,,60603,유명사적/유적지,5011010600100430003,제주특별자치도,제주시,삼도이동,,43-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000030012,장소,관광지,20614859,귤밭에콘테나,,,60516,관광농원/허브마을,5011025928108510002,제주특별자치도,제주시,조천읍,와산리,851-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003638,장소,관광지,8292699,제주러브랜드,,,60514,유명관광지,5011013700106800026,제주특별자치도,제주시,연동,,680-26,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003636,장소,관광지,8292695,제주돌문화공원,,,60514,유명관광지,5011025929201190000,제주특별자치도,제주시,조천읍,교래리,산119,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000032599,장소,관광지,20752943,유수암캠핑장,,,60506,야영장,5011025342129940000,제주특별자치도,제주시,애월읍,유수암리,2994,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000018928,장소,관광지,17670322,골목길갤러리,,,60517,먹거리/패션거리,5011012300105380006,제주특별자치도,제주시,외도일동,,538-6,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003616,장소,관광지,8292658,이호해안도로,,,60513,일반관광지,5011012500103750053,제주특별자치도,제주시,이호일동,,375-53,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000030257,장소,관광지,20627679,9.81파크,,,60507,테마공원/대형놀이공원,5011025336139160000,제주특별자치도,제주시,애월읍,어음리,3916,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003608,장소,관광지,8292638,웅지승마센터,실내마장,,60514,유명관광지,5011025331121560015,제주특별자치도,제주시,애월읍,상가리,2156-15,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003605,장소,관광지,8292632,용연구름다리,,,60514,유명관광지,5011010900125810000,제주특별자치도,제주시,용담이동,,2581,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000018959,장소,관광지,17676842,제주스위스마을,,,60518,팜스테이,5011025928115590001,제주특별자치도,제주시,조천읍,와산리,1559-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003604,장소,관광지,8292631,용연,,,60514,유명관광지,5011010800125810004,제주특별자치도,제주시,용담일동,,2581-4,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003603,장소,관광지,8292630,용수해안도로,,,60514,유명관광지,5011031022145460003,제주특별자치도,제주시,한경면,용수리,4546-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003602,장소,관광지,8292629,용수리표착순례지,,,60513,일반관광지,5011031022142740000,제주특별자치도,제주시,한경면,용수리,4274,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003599,장소,관광지,8292625,용두암해안도로,,,60514,유명관광지,5011011000111340003,제주특별자치도,제주시,용담삼동,,1134-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003594,장소,관광지,8292611,옹포해안도로,,,60513,일반관광지,5011025026000000000,제주특별자치도,제주시,한림읍,동명리,,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003578,장소,관광지,8292572,애월해안도로,,,60514,유명관광지,5011025334103970003,제주특별자치도,제주시,애월읍,애월리,397-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003482,장소,관광지,8292335,다랑쉬오름,,,60513,일반관광지,5011025628200060000,제주특별자치도,제주시,구좌읍,세화리,산6,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000015461,장소,관광지,16638116,도두잠수함,,,60513,일반관광지,5011012700126050001,제주특별자치도,제주시,도두일동,,2605-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000047178,장소,관광지,22504259,제주청수리마을,,,60518,팜스테이,5011031021101130003,제주특별자치도,제주시,한경면,청수리,113-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000039453,장소,관광지,21420447,고상돈로,,,60513,일반관광지,5011013900202200003,제주특별자치도,제주시,해안동,,산220-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000009844,장소,관광지,13721504,왕벚꽃축제,,,60523,지역축제,5011010800112270003,제주특별자치도,제주시,용담일동,,1227-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000047326,장소,관광지,22519371,캠핑스토리,,,60520,캠핑장,5011025342128910000,제주특별자치도,제주시,애월읍,유수암리,2891,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000039452,장소,관광지,21420446,3.1만세로,,,60513,일반관광지,5011025923134620000,제주특별자치도,제주시,조천읍,조천리,3462,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000043427,장소,관광지,22116222,김녕해안도로,,,60517,먹거리/패션거리,5011025634104740003,제주특별자치도,제주시,구좌읍,김녕리,474-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003223,장소,관광지,8291890,금산공원,,,60508,일반유원지/일반놀이공원,5011025335114570004,제주특별자치도,제주시,애월읍,납읍리,1457-4,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000015425,장소,관광지,16588482,상추자전망대,,,60513,일반관광지,5011032021201750000,제주특별자치도,제주시,추자면,대서리,산175,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000016468,장소,관광지,16860351,대천야유회구장야영장,,,60506,야영장,5011025625126570000,제주특별자치도,제주시,구좌읍,송당리,2657,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000019247,장소,관광지,17754335,클럽다인리조트카라반,,,60520,캠핑장,5011025333100790027,제주특별자치도,제주시,애월읍,고내리,79-27,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000038795,장소,관광지,21231883,제주벚꽃길,,,60517,먹거리/패션거리,5011011700103580002,제주특별자치도,제주시,아라일동,,358-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000009843,장소,관광지,13721499,제주들불축제,,,60523,지역축제,5011025339200590008,제주특별자치도,제주시,애월읍,봉성리,산59-8,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000019281,장소,관광지,17761195,무병장수테마파크,,,60513,일반관광지,5011025336104760000,제주특별자치도,제주시,애월읍,어음리,476,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000043260,장소,관광지,22103687,제주전농로벚꽃거리,,,60514,유명관광지,5011010500112300000,제주특별자치도,제주시,삼도일동,,1230,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000030839,장소,관광지,20661082,제주왕벚꽃축제,,,60523,지역축제,5011010500102730000,제주특별자치도,제주시,삼도일동,,273,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000038866,장소,관광지,21240117,도두동무지개해안도로,,,60513,일반관광지,5011012700117340000,제주특별자치도,제주시,도두일동,,1734,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000047415,장소,관광지,22530556,산양큰엉곶,,,60513,일반관광지,5011031021109560006,제주특별자치도,제주시,한경면,청수리,956-6,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000043278,장소,관광지,22105930,에코그린캠핑장,,,60520,캠핑장,5011025335118830000,제주특별자치도,제주시,애월읍,납읍리,1883,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000047453,장소,관광지,22537623,K글램핑,애월점,,60520,캠핑장,5011025328109950002,제주특별자치도,제주시,애월읍,소길리,995-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000019298,장소,관광지,17764414,골체오름캠핑장,,,60520,캠핑장,5011025930118580001,제주특별자치도,제주시,조천읍,선흘리,1858-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000019299,장소,관광지,17765053,할리데이카라반,,,60520,캠핑장,5011031030132670000,제주특별자치도,제주시,한경면,저지리,3267,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000007742,장소,관광지,11396616,제주올레,14코스,,60513,일반관광지,5011031030118630001,제주특별자치도,제주시,한경면,저지리,1863-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000007741,장소,관광지,11396610,제주올레,13코스,,60513,일반관광지,5011031022142410008,제주특별자치도,제주시,한경면,용수리,4241-8,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000017784,장소,관광지,17365529,신대산전망터,,,60513,일반관광지,5011032024200070000,제주특별자치도,제주시,추자면,예초리,산7,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000005273,장소,관광지,10806801,의왕벚나무자생지,,,60607,천연기념물,5011011600200780001,제주특별자치도,제주시,봉개동,,산78-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000010018,장소,관광지,13817636,제주카트체험장,,,60513,일반관광지,5011025034103410002,제주특별자치도,제주시,한림읍,월림리,341-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000010020,장소,관광지,13818228,제주올레,16코스,,60513,일반관광지,5011025333111560004,제주특별자치도,제주시,애월읍,고내리,1156-4,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000038859,장소,관광지,21235818,사프리카더캠프,,,60506,야영장,5011033021104280000,제주특별자치도,제주시,우도면,연평리,428,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000009842,장소,관광지,13721491,탐라입춘굿놀이,,,60523,지역축제,5011010600100430003,제주특별자치도,제주시,삼도이동,,43-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000009836,장소,관광지,13720424,좌가연대,,,60513,일반관광지,5011025630116830001,제주특별자치도,제주시,구좌읍,한동리,1683-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000009832,장소,관광지,13720404,당처물동굴,,,60513,일반관광지,5011025626114570000,제주특별자치도,제주시,구좌읍,월정리,1457,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003690,장소,관광지,8292844,한라단감,,,60513,일반관광지,5011012200103180000,제주특별자치도,제주시,노형동,,318,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000016616,장소,관광지,16881748,제주성서식물원비블리아,,,60511,식물원,5011025030102790003,제주특별자치도,제주시,한림읍,상명리,279-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003469,장소,관광지,8292316,남도리쉼터,,,60513,일반관광지,5011025326128060007,제주특별자치도,제주시,애월읍,신엄리,2806-7,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003463,장소,관광지,8292305,김녕해안도로,,,60514,유명관광지,5011025634104830004,제주특별자치도,제주시,구좌읍,김녕리,483-4,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000016050,장소,관광지,16806924,종달고망난돌쉼터,,,60514,유명관광지,5011025632101120004,제주특별자치도,제주시,구좌읍,종달리,112-4,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003462,장소,관광지,8292303,김녕미로공원,,,60514,유명관광지,5011025634200160000,제주특별자치도,제주시,구좌읍,김녕리,산16,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003458,장소,관광지,8292296,금능석물원,,,60511,식물원,5011025033112820009,제주특별자치도,제주시,한림읍,금능리,1282-9,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003456,장소,관광지,8292292,귀덕해안도로,,,60513,일반관광지,5011025021130420005,제주특별자치도,제주시,한림읍,귀덕리,3042-5,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003445,장소,관광지,8292267,렛츠런팜,제주,,60514,유명관광지,5011025929200250002,제주특별자치도,제주시,조천읍,교래리,산25-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000019117,장소,관광지,17734275,폴리파크,,,60513,일반관광지,5011025336139120000,제주특별자치도,제주시,애월읍,어음리,3912,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000016522,장소,관광지,16861928,교래자연휴양림야영장,,,60506,야영장,5011025929200950000,제주특별자치도,제주시,조천읍,교래리,산95,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000031238,장소,관광지,20685271,제주실내영상스튜디오,,,60515,드라마/영화촬영지,5011031030121140037,제주특별자치도,제주시,한경면,저지리,2114-37,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000043431,장소,관광지,22116229,월정리해안도로,,,60517,먹거리/패션거리,5011025626106520004,제주특별자치도,제주시,구좌읍,월정리,652-4,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003328,장소,관광지,8292056,수산유원지,,,60508,일반유원지/일반놀이공원,5011025325119510000,제주특별자치도,제주시,애월읍,수산리,1951,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000039457,장소,관광지,21420463,호국영웅한규택로,,,60513,일반관광지,5011025341118870001,제주특별자치도,제주시,애월읍,하귀2리,1887-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000003290,장소,관광지,8291994,북촌돌하르방공원,,,60508,일반유원지/일반놀이공원,5011025927109760000,제주특별자치도,제주시,조천읍,북촌리,976,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000009830,장소,관광지,13720376,북촌리선사주거지유적,,,60603,유명사적/유적지,5011025927102750000,제주특별자치도,제주시,조천읍,북촌리,275,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000009828,장소,관광지,13720366,함덕연대,,,60513,일반관광지,5011025924121520001,제주특별자치도,제주시,조천읍,함덕리,2152-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000009827,장소,관광지,13720352,신촌향사,,,60609,서원/향교/서당,5011025921121560001,제주특별자치도,제주시,조천읍,신촌리,2156-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000039454,장소,관광지,21420450,김대건신부로,,,60513,일반관광지,5011031022142740001,제주특별자치도,제주시,한경면,용수리,4274-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000009825,장소,관광지,13720282,선사무덤,,,60603,유명사적/유적지,5011010900107410000,제주특별자치도,제주시,용담이동,,741,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000009822,장소,관광지,13720213,남두연대,,,60513,일반관광지,5011025326127800001,제주특별자치도,제주시,애월읍,신엄리,2780-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000039971,장소,관광지,21565766,스누피가든,,,60516,관광농원/허브마을,5011025625123030003,제주특별자치도,제주시,구좌읍,송당리,2303-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000009821,장소,관광지,13720204,납읍난대림지대,,,60603,유명사적/유적지,5011025335114570001,제주특별자치도,제주시,애월읍,납읍리,1457-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000009819,장소,관광지,13720189,곽지패총,,,60603,유명사적/유적지,5011025337120430001,제주특별자치도,제주시,애월읍,곽지리,2043-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000009818,장소,관광지,13720186,최영장군사당,,,60609,서원/향교/서당,5011032021103680000,제주특별자치도,제주시,추자면,대서리,368,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000009817,장소,관광지,13720182,귀덕연대,,,60513,일반관광지,5011025021111180000,제주특별자치도,제주시,한림읍,귀덕리,1118,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000009816,장소,관광지,13720151,두모연대,,,60513,일반관광지,5011031027126050000,제주특별자치도,제주시,한경면,두모리,2605,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000039455,장소,관광지,21420456,이일옥길,,,60513,일반관광지,5011031024128240004,제주특별자치도,제주시,한경면,판포리,2824-4,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000039456,장소,관광지,21420459,정석항공로,,,60513,일반관광지,5011025929200110003,제주특별자치도,제주시,조천읍,교래리,산11-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000009820,장소,관광지,13720195,애월연대,,,60513,일반관광지,5011025334119750000,제주특별자치도,제주시,애월읍,애월리,1975,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000016910,장소,관광지,16978850,평대해수욕장,,,60501,해수욕장,5011025633000000000,제주특별자치도,제주시,구좌읍,평대리,,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000004501,장소,관광지,10253035,상동마을,,,60519,정보화마을,5011013600123850000,제주특별자치도,제주시,영평동,,2385,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000005622,장소,관광지,11271942,관음사코스,,,60513,일반관광지,5011013400201800003,제주특별자치도,제주시,오등동,,산180-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000004488,장소,관광지,10253018,김녕해녀마을,,,60519,정보화마을,5011025634109740000,제주특별자치도,제주시,구좌읍,김녕리,974,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000005623,장소,관광지,11271951,어리목,,,60514,유명관광지,5011013900202200013,제주특별자치도,제주시,해안동,,산220-13,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000045412,장소,관광지,22295970,숲속야영장휴림,,,60506,야영장,5011025321128730000,제주특별자치도,제주시,애월읍,광령리,2873,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000042475,장소,관광지,22034679,곽지관광지,,,60513,일반관광지,5011025337115660000,제주특별자치도,제주시,애월읍,곽지리,1566,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000004406,장소,관광지,10252914,유수암마을,,,60519,정보화마을,5011025342118920001,제주특별자치도,제주시,애월읍,유수암리,1892-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000025303,장소,관광지,19977295,우도동대공원,,,60513,일반관광지,5011033021103170001,제주특별자치도,제주시,우도면,연평리,317-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000004398,장소,관광지,10252905,와흘마을,,,60519,정보화마을,5011025922110170000,제주특별자치도,제주시,조천읍,와흘리,1017,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000018081,장소,관광지,17419756,과물노천탕,,,60505,온천지역,5011025337115650000,제주특별자치도,제주시,애월읍,곽지리,1565,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000004325,장소,관광지,10252780,삼정관광농원,,,60516,관광농원/허브마을,5011025630112470000,제주특별자치도,제주시,구좌읍,한동리,1247,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000045498,장소,관광지,22301084,제주한옥,,,60518,팜스테이,5011031030131400000,제주특별자치도,제주시,한경면,저지리,3140,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000004282,장소,관광지,10252699,대일관광농원,,,60516,관광농원/허브마을,5011025321114770001,제주특별자치도,제주시,애월읍,광령리,1477-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000025331,장소,관광지,20028644,한라산탐방로,석굴암코스,,60513,일반관광지,5011012200200200000,제주특별자치도,제주시,노형동,,산20,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000031692,장소,관광지,20727348,금능으뜸원해변야영장,,,60520,캠핑장,5011025033120290000,제주특별자치도,제주시,한림읍,금능리,2029,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000037627,장소,관광지,21085841,신촌가는옛길,,,60517,먹거리/패션거리,5011011300107250000,제주특별자치도,제주시,삼양일동,,725,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000037628,장소,관광지,21085842,이시돌길,,,60517,먹거리/패션거리,5011025025103710002,제주특별자치도,제주시,한림읍,금악리,371-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000037629,장소,관광지,21085843,뒷동산아리랑길,,,60517,먹거리/패션거리,5011031030112420003,제주특별자치도,제주시,한경면,저지리,1242-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000018253,장소,관광지,17469127,영프라자,,,60508,일반유원지/일반놀이공원,5011010700114420000,제주특별자치도,제주시,건입동,,1442,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000018252,장소,관광지,17469111,제주플래티늄카라반,,,60520,캠핑장,5011025341118060002,제주특별자치도,제주시,애월읍,하귀2리,1806-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000004175,장소,관광지,10252469,한라사슴관광농원,,,60516,관광농원/허브마을,5011025929107150003,제주특별자치도,제주시,조천읍,교래리,715-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000018034,장소,관광지,17411846,제주돌하르방캠핑장,,,60520,캠핑장,5011031021121300000,제주특별자치도,제주시,한경면,청수리,2130,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000018217,장소,관광지,17460060,중엄리새물,,,60513,일반관광지,5011025326109290002,제주특별자치도,제주시,애월읍,신엄리,929-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000010022,장소,관광지,13820856,제주올레,15코스,,60513,일반관광지,5011025024113770045,제주특별자치도,제주시,한림읍,한림리,1377-45,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000004176,장소,관광지,10252473,선인장자생단지,,,60516,관광농원/허브마을,5011025032103680000,제주특별자치도,제주시,한림읍,월령리,368,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000016241,장소,관광지,16849792,장생의숲길,,,60513,일반관광지,5011011600200780001,제주특별자치도,제주시,봉개동,,산78-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000018214,장소,관광지,17459962,제주한림용암동굴지대,,,60607,천연기념물,5011025031106170000,제주특별자치도,제주시,한림읍,협재리,617,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000004181,장소,관광지,10252485,오등감귤농장,,,60516,관광농원/허브마을,5011013400106230000,제주특별자치도,제주시,오등동,,623,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000004187,장소,관광지,10252494,우도전복체험어장,,,60516,관광농원/허브마을,5011033021125720001,제주특별자치도,제주시,우도면,연평리,2572-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000006211,장소,관광지,11289206,제주라프,,,60513,일반관광지,5011025930106000006,제주특별자치도,제주시,조천읍,선흘리,600-6,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000037621,장소,관광지,21085834,신화의거리,,,60517,먹거리/패션거리,5011013700102730000,제주특별자치도,제주시,연동,,273,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000042489,장소,관광지,22035441,협재관광지,,,60514,유명관광지,5011025031124500000,제주특별자치도,제주시,한림읍,협재리,2450,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000042694,장소,관광지,22052140,우도봉수대,,,60514,유명관광지,5011033021107970000,제주특별자치도,제주시,우도면,연평리,797,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000037850,장소,관광지,21086072,애월카페거리,,,60517,먹거리/패션거리,5011025334125400000,제주특별자치도,제주시,애월읍,애월리,2540,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
KCLANPO23N000037851,장소,관광지,21086073,샤이니숲길,,,60517,먹거리/패션거리,5011025929200860001,제주특별자치도,제주시,조천읍,교래리,산86-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,184,제주
