ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE,MATCHED_CTPRVN_CD,MATCHED_CTPRVN_NM
KCLANPO23N000034623,장소,관광지,20868127,왕산한옥마을,,,60517,먹거리/패션거리,5115032021103790000,강원특별자치도,강릉시,왕산면,도마리,379,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000001260,장소,관광지,8268247,단경골휴양지,,,60503,휴양림/수목원,5115034031114250000,강원특별자치도,강릉시,강동면,언별리,1425,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000001259,장소,관광지,8268245,대관령자연휴양림,,,60503,휴양림/수목원,5115031027200020001,강원특별자치도,강릉시,성산면,어흘리,산2-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000043637,장소,관광지,22137354,강릉김씨네탱자나무집,,,60518,팜스테이,5115012100102820002,강원특별자치도,강릉시,노암동,,282-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000001239,장소,관광지,8268212,부연동마을휴양지,,,60503,휴양림/수목원,5115037028114590000,강원특별자치도,강릉시,연곡면,삼산리,1459,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000050115,장소,관광지,22991119,한옥시호일,,,60518,팜스테이,5115012100102310018,강원특별자치도,강릉시,노암동,,231-18,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000014721,장소,관광지,16496547,작은구지리계곡,,,60504,폭포/계곡,5115037028200010002,강원특별자치도,강릉시,연곡면,삼산리,산1-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000014698,장소,관광지,16496402,구룡폭계곡,,,60504,폭포/계곡,5115037028203330000,강원특별자치도,강릉시,연곡면,삼산리,산333,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000005187,장소,관광지,10806270,강릉굴산사지당간지주,,,60603,유명사적/유적지,5115033022105970000,강원특별자치도,강릉시,구정면,학산리,597,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000014640,장소,관광지,16493371,천성폭포,,,60504,폭포/계곡,5115032023201000004,강원특별자치도,강릉시,왕산면,왕산리,산100-4,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020199,장소,관광지,17939102,경포썸머페스티벌,,,60523,지역축제,5115011300200010000,강원특별자치도,강릉시,강문동,,산1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000014639,장소,관광지,16493370,비룡폭포,,,60504,폭포/계곡,5115032023200990001,강원특별자치도,강릉시,왕산면,왕산리,산99-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000014618,장소,관광지,16493206,대왕폭포,,,60504,폭포/계곡,5115037028203330000,강원특별자치도,강릉시,연곡면,삼산리,산333,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000043397,장소,관광지,22113529,헌화로,,,60513,일반관광지,5115034029101620000,강원특별자치도,강릉시,강동면,심곡리,162,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000043387,장소,관광지,22113489,닭목재,,,60517,먹거리/패션거리,5115032023200020008,강원특별자치도,강릉시,왕산면,왕산리,산2-8,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000005322,장소,관광지,10806860,삼산리소나무,,,60607,천연기념물,5115037028101160000,강원특별자치도,강릉시,연곡면,삼산리,116,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000005409,장소,관광지,11240312,경포해변먹거리촌,,,60517,먹거리/패션거리,5115011300103020001,강원특별자치도,강릉시,강문동,,302-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000034679,장소,관광지,20871476,강릉커피축제,,,60523,지역축제,5115011100102000000,강원특별자치도,강릉시,포남동,,200,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000034681,장소,관광지,20871480,강릉K-POP콘서트,,,60523,지역축제,5115011000104080003,강원특별자치도,강릉시,교동,,408-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000001129,장소,관광지,8251629,강문횟집단지,,,60517,먹거리/패션거리,5115011300102030000,강원특별자치도,강릉시,강문동,,203,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020446,장소,관광지,18031094,정동심곡바다부채길,,,60513,일반관광지,5115034029100120013,강원특별자치도,강릉시,강동면,심곡리,12-13,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020577,장소,관광지,18104333,율곡인성교육관,,,60513,일반관광지,5115013300101770004,강원특별자치도,강릉시,죽헌동,,177-4,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000000986,장소,관광지,7231517,강문해수욕장,,,60501,해수욕장,5115011300000000000,강원특별자치도,강릉시,강문동,,,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000000977,장소,관광지,7231500,금진해수욕장,,,60501,해수욕장,5115035029000000000,강원특별자치도,강릉시,옥계면,금진리,,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000000960,장소,관광지,7231474,도직해수욕장,,,60501,해수욕장,5115035024000000000,강원특별자치도,강릉시,옥계면,도직리,,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000000911,장소,관광지,7231405,순포해수욕장,,,60501,해수욕장,5115036028000000000,강원특별자치도,강릉시,사천면,산대월리,,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000000910,장소,관광지,7231404,순긋해수욕장,,,60501,해수욕장,5115013800000000000,강원특별자치도,강릉시,안현동,,,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000050645,장소,관광지,23059201,세인트린느프렌즈,,,60506,야영장,5115011200104550002,강원특별자치도,강릉시,초당동,,455-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020807,장소,관광지,18187564,주문진해물마을,,,60517,먹거리/패션거리,5115025022100810003,강원특별자치도,강릉시,주문진읍,교항리,81-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020808,장소,관광지,18187568,사천물회마을,,,60517,먹거리/패션거리,5115036025100860133,강원특별자치도,강릉시,사천면,사천진리,86-133,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020118,장소,관광지,17936785,주문진해수욕장축제,,,60523,지역축제,5115025025100080057,강원특별자치도,강릉시,주문진읍,향호리,8-57,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000034243,장소,관광지,20840572,보광농촌체험휴양마을,,,60506,야영장,5115031026103080000,강원특별자치도,강릉시,성산면,보광리,308,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000004975,장소,관광지,10684368,대성전,,,60605,보물,5115011000102330000,강원특별자치도,강릉시,교동,,233,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000004974,장소,관광지,10684363,신복사지삼층석탑,,,60605,보물,5115011600104030002,강원특별자치도,강릉시,내곡동,,403-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000001494,장소,관광지,8268575,삼대폭포,,,60504,폭포/계곡,5115037026106440000,강원특별자치도,강릉시,연곡면,신왕리,644,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000004336,장소,관광지,10252805,송천농원,,,60516,관광농원/허브마을,5115037028111570000,강원특별자치도,강릉시,연곡면,삼산리,1157,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000019887,장소,관광지,17927703,대관령전망대,,,60513,일반관광지,5115031027108030000,강원특별자치도,강릉시,성산면,어흘리,803,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000015615,장소,관광지,16654633,강릉보현사낭원대사탑비,,,60606,비/탑/문/각,5115031026111710000,강원특별자치도,강릉시,성산면,보광리,1171,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000032005,장소,관광지,20732980,솔향강릉오토캠핑장,,,60520,캠핑장,5115011500102230001,강원특별자치도,강릉시,견소동,,223-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000004497,장소,관광지,10253029,복사꽃마을,,,60519,정보화마을,5115025023108720001,강원특별자치도,강릉시,주문진읍,장덕리,872-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000004537,장소,관광지,10253079,강릉대기리정보화마을,,,60519,정보화마을,5115032026109540006,강원특별자치도,강릉시,왕산면,대기리,954-6,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000049828,장소,관광지,22955558,스테이히,,,60518,팜스테이,5115011000101650234,강원특별자치도,강릉시,교동,,165-234,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000033063,장소,관광지,20774031,해살이정화보마을,,,60519,정보화마을,5115036029105340002,강원특별자치도,강릉시,사천면,사기막리,534-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000033080,장소,관광지,20774739,경포비치비어페스티벌,,,60523,지역축제,5115011300200010000,강원특별자치도,강릉시,강문동,,산1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000001390,장소,관광지,8268456,노추산계곡,,,60504,폭포/계곡,5115032026208600002,강원특별자치도,강릉시,왕산면,대기리,산860-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000033084,장소,관광지,20777056,도깨비촬영지,,,60515,드라마/영화촬영지,5115025022100810032,강원특별자치도,강릉시,주문진읍,교항리,81-32,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000033087,장소,관광지,20779536,강릉여행GOOD캠핑,,,60506,야영장,5115036027101120005,강원특별자치도,강릉시,사천면,방동리,112-5,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000001377,장소,관광지,8268442,낙영폭포,,,60504,폭포/계곡,5115037028203330000,강원특별자치도,강릉시,연곡면,삼산리,산333,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000042485,장소,관광지,22034754,강릉소머리국밥골목,,,60517,먹거리/패션거리,5115010800101140001,강원특별자치도,강릉시,성남동,,114-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000015389,장소,관광지,16584735,용연계곡야영장,,,60506,야영장,5115036029108600000,강원특별자치도,강릉시,사천면,사기막리,860,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000033486,장소,관광지,20796033,강릉문화재야행,,,60523,지역축제,5115010300100380001,강원특별자치도,강릉시,명주동,,38-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000033487,장소,관광지,20796034,강릉빙상스포츠페스티벌,,,60523,지역축제,5115011100102010000,강원특별자치도,강릉시,포남동,,201,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000033488,장소,관광지,20796035,경포썸머댕댕런,,,60523,지역축제,5115011200104590002,강원특별자치도,강릉시,초당동,,459-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000004705,장소,관광지,10320009,고성목해수욕장,,,60501,해수욕장,5115034028000000000,강원특별자치도,강릉시,강동면,정동진리,,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000033639,장소,관광지,20805100,대관령옛길표지석,,,60606,비/탑/문/각,5115031027200020021,강원특별자치도,강릉시,성산면,어흘리,산2-21,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000001355,장소,관광지,8268415,구룡폭포,,,60504,폭포/계곡,5115037028203330000,강원특별자치도,강릉시,연곡면,삼산리,산333,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000019975,장소,관광지,17931503,커피나무축제,,,60523,지역축제,5115032023108060006,강원특별자치도,강릉시,왕산면,왕산리,806-6,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000004735,장소,관광지,10607293,생골관광농원,,,60516,관광농원/허브마을,5115035022100490002,강원특별자치도,강릉시,옥계면,천남리,49-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000033808,장소,관광지,20814363,삽당령고송마을영농조합법인,,,60518,팜스테이,5115032024100320018,강원특별자치도,강릉시,왕산면,고단리,32-18,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000015326,장소,관광지,16570954,대관령솔내음오토캠핑장,,,60520,캠핑장,5115031027104570002,강원특별자치도,강릉시,성산면,어흘리,457-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000015275,장소,관광지,16563082,순긋해수욕장야영장,,,60506,야영장,5115013800102330003,강원특별자치도,강릉시,안현동,,233-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000001335,장소,관광지,8268392,경포해수욕장폭포,,,60504,폭포/계곡,5115013800100820013,강원특별자치도,강릉시,안현동,,82-13,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000015135,장소,관광지,16518895,옥계해수욕장야영장,,,60506,야영장,5115035029107990012,강원특별자치도,강릉시,옥계면,금진리,799-12,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000004973,장소,관광지,10684362,신복사지석불좌상,,,60605,보물,5115011600104030002,강원특별자치도,강릉시,내곡동,,403-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000015383,장소,관광지,16583711,폭포골자연휴양림,,,60503,휴양림/수목원,5115037029100510002,강원특별자치도,강릉시,연곡면,퇴곡리,51-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020809,장소,관광지,18187571,병산옹심이마을,,,60517,먹거리/패션거리,5115012900103720011,강원특별자치도,강릉시,병산동,,372-11,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020810,장소,관광지,18187839,정원펜션캠핑,,,60520,캠핑장,5115025024107610003,강원특별자치도,강릉시,주문진읍,삼교리,761-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020811,장소,관광지,18187844,폭포골자연휴양캠핑장,,,60520,캠핑장,5115037029100510000,강원특별자치도,강릉시,연곡면,퇴곡리,51,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020916,장소,관광지,18196441,강릉단오문화관,,,60513,일반관광지,5115012100107220002,강원특별자치도,강릉시,노암동,,722-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000042167,장소,관광지,21960288,주문진음악불꽃크루즈,,,60523,지역축제,5115025022101840126,강원특별자치도,강릉시,주문진읍,교항리,184-126,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000042090,장소,관광지,21955187,명주하녹,,,60518,팜스테이,5115010300100500016,강원특별자치도,강릉시,명주동,,50-16,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000000716,장소,관광지,7231189,옥계해수욕장,,,60501,해수욕장,5115035029107990016,강원특별자치도,강릉시,옥계면,금진리,799-16,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000000714,장소,관광지,7231187,연곡해수욕장,,,60501,해수욕장,5115037023000000000,강원특별자치도,강릉시,연곡면,동덕리,,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000035281,장소,관광지,20907101,심곡어촌체험마을,,,60518,팜스테이,5115034029100550005,강원특별자치도,강릉시,강동면,심곡리,55-5,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000035282,장소,관광지,20907102,소돌어촌체험마을,,,60518,팜스테이,5115025021107910042,강원특별자치도,강릉시,주문진읍,주문리,791-42,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000006485,장소,관광지,11310597,대굴령마을,,,60513,일반관광지,5115031021105650000,강원특별자치도,강릉시,성산면,구산리,565,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000050967,장소,관광지,23110031,너레바우,,,60518,팜스테이,5115012100102260004,강원특별자치도,강릉시,노암동,,226-4,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000041674,장소,관광지,21864382,멍에전망대,,,60513,일반관광지,5115032026122140272,강원특별자치도,강릉시,왕산면,대기리,2214-272,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000013954,장소,관광지,16388794,강릉커피거리,,,60517,먹거리/패션거리,5115011500101690000,강원특별자치도,강릉시,견소동,,169,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020871,장소,관광지,18195393,노추산모정탑길,,,60513,일반관광지,5115032026116790007,강원특별자치도,강릉시,왕산면,대기리,1679-7,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000013915,장소,관광지,16385363,강릉솔향수목원,,,60503,휴양림/수목원,5115033023201350000,강원특별자치도,강릉시,구정면,구정리,산135,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000000662,장소,관광지,7231134,정동진해수욕장,,,60501,해수욕장,5115034028000000000,강원특별자치도,강릉시,강동면,정동진리,,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000000661,장소,관광지,7231133,경포해수욕장,,,60501,해수욕장,5115013800000000000,강원특별자치도,강릉시,안현동,,,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000013818,장소,관광지,16380568,염전해수욕장,,,60501,해수욕장,5115034023000000000,강원특별자치도,강릉시,강동면,안인리,,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000040768,장소,관광지,21714677,대기리숲속관광농원,,,60516,관광농원/허브마을,5115032026119480000,강원특별자치도,강릉시,왕산면,대기리,1948,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000013765,장소,관광지,16361610,정동진레저공원,,,60513,일반관광지,5115034030102640007,강원특별자치도,강릉시,강동면,산성우리,264-7,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000021817,장소,관광지,18324671,뒷뜨루관광농원,,,60516,관광농원/허브마을,5115036023103990001,강원특별자치도,강릉시,사천면,석교리,399-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000006771,장소,관광지,11377514,소푸개울농장,,,60518,팜스테이,5115025023109920002,강원특별자치도,강릉시,주문진읍,장덕리,992-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000013498,장소,관광지,16132040,단경골계곡,,,60504,폭포/계곡,5115034031115420000,강원특별자치도,강릉시,강동면,언별리,1542,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000013497,장소,관광지,16131968,삼산장천,,,60504,폭포/계곡,5115037028106590004,강원특별자치도,강릉시,연곡면,삼산리,659-4,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000013465,장소,관광지,16123601,영화마을,,,60520,캠핑장,5115035027100180000,강원특별자치도,강릉시,옥계면,북동리,18,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000006792,장소,관광지,11380176,박창규가옥,,,60608,고택/생가/민속마을,5115034026104970000,강원특별자치도,강릉시,강동면,하시동리,497,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000039938,장소,관광지,21562875,주문진해수욕장일반야영장,,,60506,야영장,5115025025100080017,강원특별자치도,강릉시,주문진읍,향호리,8-17,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000039928,장소,관광지,21562571,주문진해수욕장향호야영장,,,60506,야영장,5115025025100080043,강원특별자치도,강릉시,주문진읍,향호리,8-43,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000012916,장소,관광지,15694853,용연사파리어린이동산,,,60513,일반관광지,5115036029102260000,강원특별자치도,강릉시,사천면,사기막리,226,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000000663,장소,관광지,7231135,주문진해수욕장,,,60501,해수욕장,5115025025000000000,강원특별자치도,강릉시,주문진읍,향호리,,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000004321,장소,관광지,10252771,산채산나물단지,,,60516,관광농원/허브마을,5115032023103630004,강원특별자치도,강릉시,왕산면,왕산리,363-4,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020865,장소,관광지,18194219,담정관광농원,,,60516,관광농원/허브마을,5115034031114670000,강원특별자치도,강릉시,강동면,언별리,1467,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000000754,장소,관광지,7231231,남항진해수욕장,,,60501,해수욕장,5115013000000000000,강원특별자치도,강릉시,남항진동,,,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020812,장소,관광지,18187845,진고개계곡야영장,,,60520,캠핑장,5115037028110390001,강원특별자치도,강릉시,연곡면,삼산리,1039-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020813,장소,관광지,18187851,강릉경포카라반파크,,,60520,캠핑장,5115036027101130003,강원특별자치도,강릉시,사천면,방동리,113-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020816,장소,관광지,18188235,강릉바우길,10구간,,60513,일반관광지,5115031026108420004,강원특별자치도,강릉시,성산면,보광리,842-4,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020817,장소,관광지,18188254,강릉바우길,12구간,,60513,일반관광지,5115025025100080094,강원특별자치도,강릉시,주문진읍,향호리,8-94,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020818,장소,관광지,18188262,강릉바우길,13구간,,60513,일반관광지,5115025025100080035,강원특별자치도,강릉시,주문진읍,향호리,8-35,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020819,장소,관광지,18188264,강릉바우길,14구간,,60513,일반관광지,5115010100110010000,강원특별자치도,강릉시,홍제동,,1001,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020820,장소,관광지,18188278,강릉바우길,15구간,,60513,일반관광지,5115031021101860001,강원특별자치도,강릉시,성산면,구산리,186-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000000823,장소,관광지,7231305,안목해변,,,60501,해수욕장,5115011500000000000,강원특별자치도,강릉시,견소동,,,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000000821,장소,관광지,7231303,안인해수욕장,,,60501,해수욕장,5115034024103160002,강원특별자치도,강릉시,강동면,안인진리,316-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000000818,장소,관광지,7231300,영진해수욕장,,,60501,해수욕장,5115037022000000000,강원특별자치도,강릉시,연곡면,영진리,,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020821,장소,관광지,18188280,강릉바우길,16구간,,60513,일반관광지,5115013200101230000,강원특별자치도,강릉시,유천동,,123,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000000805,장소,관광지,7231286,송정해수욕장,,,60501,해수욕장,5115011400000000000,강원특별자치도,강릉시,송정동,,,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000000804,장소,관광지,7231285,소돌해수욕장,,,60501,해수욕장,5115025021108000003,강원특별자치도,강릉시,주문진읍,주문리,800-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020822,장소,관광지,18188295,강릉바우길,2구간,,60513,일반관광지,5115031027103990001,강원특별자치도,강릉시,성산면,어흘리,399-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020863,장소,관광지,18193922,강릉통일공원,,,60507,테마공원/대형놀이공원,5115034024100030005,강원특별자치도,강릉시,강동면,안인진리,3-5,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020823,장소,관광지,18188316,강릉바우길,2구간2코스,,60513,일반관광지,5115031027103860000,강원특별자치도,강릉시,성산면,어흘리,386,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000000795,장소,관광지,7231275,사천해수욕장,,,60501,해수욕장,5115036027000000000,강원특별자치도,강릉시,사천면,방동리,,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000000794,장소,관광지,7231273,사근진해수욕장,,,60501,해수욕장,5115013800000000000,강원특별자치도,강릉시,안현동,,,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020826,장소,관광지,18188343,강릉바우길,8구간,,60513,일반관광지,5115034024103140001,강원특별자치도,강릉시,강동면,안인진리,314-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020827,장소,관광지,18188353,해파랑길,40코스,,60513,일반관광지,5115036025100020075,강원특별자치도,강릉시,사천면,사천진리,2-75,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020828,장소,관광지,18188355,해파랑길,39코스,,60513,일반관광지,5115013000100010003,강원특별자치도,강릉시,병산동,,1-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020829,장소,관광지,18188358,해파랑길,37코스,,60513,일반관광지,5115034024103140001,강원특별자치도,강릉시,강동면,안인진리,314-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020830,장소,관광지,18188360,해파랑길,36코스,,60513,일반관광지,5115034028103030000,강원특별자치도,강릉시,강동면,정동진리,303,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020834,장소,관광지,18188896,강릉소금강청학제,,,60523,지역축제,5115037028100510004,강원특별자치도,강릉시,연곡면,삼산리,51-4,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
